County,Year,Population,State,fips,_merge
Winona County,2015,50859,MN,27169.0,both
Wright County,2015,131029,MN,27171.0,both
Yellow Medicine County,2015,9847,MN,27173.0,both
Adams County,2003,32917,MS,28001.0,both
Alcorn County,2003,34706,MS,28003.0,both
Amite County,2003,13406,MS,28005.0,both
Attala County,2003,19501,MS,28007.0,both
Benton County,2003,7819,MS,28009.0,both
Bolivar County,2003,38824,MS,28011.0,both
Calhoun County,2003,14737,MS,28013.0,both
Carroll County,2003,10437,MS,28015.0,both
Chickasaw County,2003,19268,MS,28017.0,both
Choctaw County,2003,9517,MS,28019.0,both
Claiborne County,2003,11252,MS,28021.0,both
Clarke County,2003,17562,MS,28023.0,both
Clay County,2003,21362,MS,28025.0,both
Coahoma County,2003,29295,MS,28027.0,both
Copiah County,2003,28953,MS,28029.0,both
Covington County,2003,20004,MS,28031.0,both
DeSoto County,2003,123889,MS,28033.0,both
Forrest County,2003,74305,MS,28035.0,both
Franklin County,2003,8235,MS,28037.0,both
George County,2003,20252,MS,28039.0,both
Greene County,2003,13289,MS,28041.0,both
Grenada County,2003,22755,MS,28043.0,both
Hancock County,2003,44839,MS,28045.0,both
Harrison County,2003,191012,MS,28047.0,both
Hinds County,2003,248460,MS,28049.0,both
Holmes County,2003,20820,MS,28051.0,both
Humphreys County,2003,10473,MS,28053.0,both
Issaquena County,2003,2019,MS,28055.0,both
Itawamba County,2003,22932,MS,28057.0,both
Jackson County,2003,132826,MS,28059.0,both
Jasper County,2003,18057,MS,28061.0,both
Jefferson County,2003,9335,MS,28063.0,both
Jefferson Davis County,2003,13227,MS,28065.0,both
Jones County,2003,64976,MS,28067.0,both
Kemper County,2003,10389,MS,28069.0,both
Lafayette County,2003,40669,MS,28071.0,both
Lamar County,2003,41616,MS,28073.0,both
Lauderdale County,2003,77680,MS,28075.0,both
Lawrence County,2003,13308,MS,28077.0,both
Leake County,2003,21961,MS,28079.0,both
Lee County,2003,77343,MS,28081.0,both
Leflore County,2003,35134,MS,28083.0,both
Lincoln County,2003,33344,MS,28085.0,both
Lowndes County,2003,60228,MS,28087.0,both
Madison County,2003,79780,MS,28089.0,both
Marion County,2003,25145,MS,28091.0,both
Marshall County,2003,35595,MS,28093.0,both
Monroe County,2003,37538,MS,28095.0,both
Montgomery County,2003,11729,MS,28097.0,both
Neshoba County,2003,29024,MS,28099.0,both
Newton County,2003,21802,MS,28101.0,both
Noxubee County,2003,12134,MS,28103.0,both
Oktibbeha County,2003,42223,MS,28105.0,both
Panola County,2003,34828,MS,28107.0,both
Pearl River County,2003,50475,MS,28109.0,both
Perry County,2003,12200,MS,28111.0,both
Pike County,2003,38497,MS,28113.0,both
Pontotoc County,2003,27689,MS,28115.0,both
Prentiss County,2003,25643,MS,28117.0,both
Quitman County,2003,9567,MS,28119.0,both
Rankin County,2003,124368,MS,28121.0,both
Scott County,2003,28568,MS,28123.0,both
Sharkey County,2003,6186,MS,28125.0,both
Simpson County,2003,27507,MS,28127.0,both
Smith County,2003,15851,MS,28129.0,both
Stone County,2003,14138,MS,28131.0,both
Sunflower County,2003,33187,MS,28133.0,both
Tallahatchie County,2003,14185,MS,28135.0,both
Tate County,2003,25727,MS,28137.0,both
Tippah County,2003,20981,MS,28139.0,both
Tishomingo County,2003,18889,MS,28141.0,both
Tunica County,2003,9988,MS,28143.0,both
Union County,2003,26043,MS,28145.0,both
Walthall County,2003,14988,MS,28147.0,both
Warren County,2003,48793,MS,28149.0,both
Washington County,2003,59160,MS,28151.0,both
Wayne County,2003,21011,MS,28153.0,both
Webster County,2003,9950,MS,28155.0,both
Wilkinson County,2003,10294,MS,28157.0,both
Winston County,2003,19850,MS,28159.0,both
Yalobusha County,2003,13408,MS,28161.0,both
Yazoo County,2003,27804,MS,28163.0,both
Adams County,2004,32037,MS,28001.0,both
Alcorn County,2004,34961,MS,28003.0,both
Amite County,2004,13307,MS,28005.0,both
Attala County,2004,19364,MS,28007.0,both
Benton County,2004,7808,MS,28009.0,both
Bolivar County,2004,38260,MS,28011.0,both
Calhoun County,2004,14644,MS,28013.0,both
Carroll County,2004,10384,MS,28015.0,both
Chickasaw County,2004,19232,MS,28017.0,both
Choctaw County,2004,9335,MS,28019.0,both
Claiborne County,2004,11256,MS,28021.0,both
Clarke County,2004,17507,MS,28023.0,both
Clay County,2004,21394,MS,28025.0,both
Coahoma County,2004,28828,MS,28027.0,both
Copiah County,2004,28989,MS,28029.0,both
Covington County,2004,20072,MS,28031.0,both
DeSoto County,2004,130177,MS,28033.0,both
Forrest County,2004,74832,MS,28035.0,both
Franklin County,2004,8301,MS,28037.0,both
George County,2004,20449,MS,28039.0,both
Greene County,2004,13109,MS,28041.0,both
Grenada County,2004,22680,MS,28043.0,both
Hancock County,2004,45451,MS,28045.0,both
Harrison County,2004,194621,MS,28047.0,both
Hinds County,2004,249469,MS,28049.0,both
Holmes County,2004,20761,MS,28051.0,both
Humphreys County,2004,10362,MS,28053.0,both
Issaquena County,2004,1897,MS,28055.0,both
Itawamba County,2004,22893,MS,28057.0,both
Jackson County,2004,134187,MS,28059.0,both
Jasper County,2004,18012,MS,28061.0,both
Jefferson County,2004,9292,MS,28063.0,both
Jefferson Davis County,2004,12917,MS,28065.0,both
Jones County,2004,65363,MS,28067.0,both
Kemper County,2004,10345,MS,28069.0,both
Lafayette County,2004,40984,MS,28071.0,both
Lamar County,2004,42875,MS,28073.0,both
Lauderdale County,2004,77321,MS,28075.0,both
Lawrence County,2004,13281,MS,28077.0,both
Leake County,2004,22214,MS,28079.0,both
Lee County,2004,77726,MS,28081.0,both
Leflore County,2004,35777,MS,28083.0,both
Lincoln County,2004,33418,MS,28085.0,both
Lowndes County,2004,59942,MS,28087.0,both
Madison County,2004,81976,MS,28089.0,both
Marion County,2004,25139,MS,28091.0,both
Marshall County,2004,35508,MS,28093.0,both
Monroe County,2004,37481,MS,28095.0,both
Montgomery County,2004,11611,MS,28097.0,both
Neshoba County,2004,29421,MS,28099.0,both
Newton County,2004,21884,MS,28101.0,both
Noxubee County,2004,12045,MS,28103.0,both
Oktibbeha County,2004,42143,MS,28105.0,both
Panola County,2004,34911,MS,28107.0,both
Pearl River County,2004,51258,MS,28109.0,both
Perry County,2004,12164,MS,28111.0,both
Pike County,2004,38505,MS,28113.0,both
Pontotoc County,2004,27938,MS,28115.0,both
Prentiss County,2004,25598,MS,28117.0,both
Quitman County,2004,9531,MS,28119.0,both
Rankin County,2004,128027,MS,28121.0,both
Scott County,2004,28681,MS,28123.0,both
Sharkey County,2004,6019,MS,28125.0,both
Simpson County,2004,27534,MS,28127.0,both
Smith County,2004,15830,MS,28129.0,both
Stone County,2004,14313,MS,28131.0,both
Sunflower County,2004,32053,MS,28133.0,both
Tallahatchie County,2004,14018,MS,28135.0,both
Tate County,2004,26077,MS,28137.0,both
Tippah County,2004,21013,MS,28139.0,both
Tishomingo County,2004,18907,MS,28141.0,both
Tunica County,2004,10021,MS,28143.0,both
Union County,2004,26186,MS,28145.0,both
Walthall County,2004,15021,MS,28147.0,both
Warren County,2004,48904,MS,28149.0,both
Washington County,2004,58230,MS,28151.0,both
Wayne County,2004,20940,MS,28153.0,both
Webster County,2004,9925,MS,28155.0,both
Wilkinson County,2004,10208,MS,28157.0,both
Winston County,2004,19788,MS,28159.0,both
Yalobusha County,2004,13376,MS,28161.0,both
Yazoo County,2004,27788,MS,28163.0,both
Adams County,2005,31741,MS,28001.0,both
Alcorn County,2005,35075,MS,28003.0,both
Amite County,2005,13345,MS,28005.0,both
Attala County,2005,19298,MS,28007.0,both
Benton County,2005,7876,MS,28009.0,both
Bolivar County,2005,37567,MS,28011.0,both
Calhoun County,2005,14531,MS,28013.0,both
Carroll County,2005,10261,MS,28015.0,both
Chickasaw County,2005,19088,MS,28017.0,both
Choctaw County,2005,9267,MS,28019.0,both
Claiborne County,2005,11272,MS,28021.0,both
Clarke County,2005,17321,MS,28023.0,both
Clay County,2005,21104,MS,28025.0,both
Coahoma County,2005,28265,MS,28027.0,both
Copiah County,2005,28909,MS,28029.0,both
Covington County,2005,20028,MS,28031.0,both
DeSoto County,2005,136134,MS,28033.0,both
Forrest County,2005,75726,MS,28035.0,both
Franklin County,2005,8194,MS,28037.0,both
George County,2005,20856,MS,28039.0,both
Greene County,2005,13133,MS,28041.0,both
Grenada County,2005,22726,MS,28043.0,both
Hancock County,2005,46097,MS,28045.0,both
Harrison County,2005,195843,MS,28047.0,both
Hinds County,2005,248970,MS,28049.0,both
Holmes County,2005,20597,MS,28051.0,both
Humphreys County,2005,10156,MS,28053.0,both
Issaquena County,2005,1817,MS,28055.0,both
Itawamba County,2005,23014,MS,28057.0,both
Jackson County,2005,134474,MS,28059.0,both
Jasper County,2005,17811,MS,28061.0,both
Jefferson County,2005,9089,MS,28063.0,both
Jefferson Davis County,2005,12835,MS,28065.0,both
Jones County,2005,65915,MS,28067.0,both
Kemper County,2005,10200,MS,28069.0,both
Lafayette County,2005,41316,MS,28071.0,both
Lamar County,2005,44164,MS,28073.0,both
Lauderdale County,2005,77151,MS,28075.0,both
Lawrence County,2005,13243,MS,28077.0,both
Leake County,2005,22421,MS,28079.0,both
Lee County,2005,78213,MS,28081.0,both
Leflore County,2005,35284,MS,28083.0,both
Lincoln County,2005,33645,MS,28085.0,both
Lowndes County,2005,59481,MS,28087.0,both
Madison County,2005,84406,MS,28089.0,both
Marion County,2005,25069,MS,28091.0,both
Marshall County,2005,35733,MS,28093.0,both
Monroe County,2005,37200,MS,28095.0,both
Montgomery County,2005,11597,MS,28097.0,both
Neshoba County,2005,29698,MS,28099.0,both
Newton County,2005,22022,MS,28101.0,both
Noxubee County,2005,11951,MS,28103.0,both
Oktibbeha County,2005,42443,MS,28105.0,both
Panola County,2005,34928,MS,28107.0,both
Pearl River County,2005,51764,MS,28109.0,both
Perry County,2005,11999,MS,28111.0,both
Pike County,2005,38633,MS,28113.0,both
Pontotoc County,2005,28166,MS,28115.0,both
Prentiss County,2005,25653,MS,28117.0,both
Quitman County,2005,9283,MS,28119.0,both
Rankin County,2005,131367,MS,28121.0,both
Scott County,2005,28843,MS,28123.0,both
Sharkey County,2005,5912,MS,28125.0,both
Simpson County,2005,27841,MS,28127.0,both
Smith County,2005,15951,MS,28129.0,both
Stone County,2005,14715,MS,28131.0,both
Sunflower County,2005,31349,MS,28133.0,both
Tallahatchie County,2005,13826,MS,28135.0,both
Tate County,2005,26313,MS,28137.0,both
Tippah County,2005,21221,MS,28139.0,both
Tishomingo County,2005,18932,MS,28141.0,both
Tunica County,2005,10165,MS,28143.0,both
Union County,2005,26658,MS,28145.0,both
Walthall County,2005,14972,MS,28147.0,both
Warren County,2005,48604,MS,28149.0,both
Washington County,2005,57626,MS,28151.0,both
Wayne County,2005,20884,MS,28153.0,both
Webster County,2005,9810,MS,28155.0,both
Wilkinson County,2005,10149,MS,28157.0,both
Winston County,2005,19654,MS,28159.0,both
Yalobusha County,2005,13487,MS,28161.0,both
Yazoo County,2005,27839,MS,28163.0,both
Adams County,2006,32110,MS,28001.0,both
Alcorn County,2006,35433,MS,28003.0,both
Amite County,2006,13512,MS,28005.0,both
Attala County,2006,19466,MS,28007.0,both
Benton County,2006,7955,MS,28009.0,both
Bolivar County,2006,37614,MS,28011.0,both
Calhoun County,2006,14616,MS,28013.0,both
Carroll County,2006,10266,MS,28015.0,both
Chickasaw County,2006,18919,MS,28017.0,both
Choctaw County,2006,9172,MS,28019.0,both
Claiborne County,2006,11026,MS,28021.0,both
Clarke County,2006,17438,MS,28023.0,both
Clay County,2006,20986,MS,28025.0,both
Coahoma County,2006,27915,MS,28027.0,both
Copiah County,2006,29256,MS,28029.0,both
Covington County,2006,20212,MS,28031.0,both
DeSoto County,2006,144272,MS,28033.0,both
Forrest County,2006,77480,MS,28035.0,both
Franklin County,2006,8249,MS,28037.0,both
George County,2006,21565,MS,28039.0,both
Greene County,2006,13013,MS,28041.0,both
Grenada County,2006,23035,MS,28043.0,both
Hancock County,2006,38383,MS,28045.0,both
Harrison County,2006,171890,MS,28047.0,both
Hinds County,2006,250889,MS,28049.0,both
Holmes County,2006,20570,MS,28051.0,both
Humphreys County,2006,10052,MS,28053.0,both
Issaquena County,2006,1752,MS,28055.0,both
Itawamba County,2006,22944,MS,28057.0,both
Jackson County,2006,128190,MS,28059.0,both
Jasper County,2006,17921,MS,28061.0,both
Jefferson County,2006,8969,MS,28063.0,both
Jefferson Davis County,2006,12895,MS,28065.0,both
Jones County,2006,66380,MS,28067.0,both
Kemper County,2006,10100,MS,28069.0,both
Lafayette County,2006,42845,MS,28071.0,both
Lamar County,2006,45888,MS,28073.0,both
Lauderdale County,2006,76955,MS,28075.0,both
Lawrence County,2006,13218,MS,28077.0,both
Leake County,2006,22622,MS,28079.0,both
Lee County,2006,79279,MS,28081.0,both
Leflore County,2006,35139,MS,28083.0,both
Lincoln County,2006,34137,MS,28085.0,both
Lowndes County,2006,59606,MS,28087.0,both
Madison County,2006,87251,MS,28089.0,both
Marion County,2006,25463,MS,28091.0,both
Marshall County,2006,35968,MS,28093.0,both
Monroe County,2006,37152,MS,28095.0,both
Montgomery County,2006,11596,MS,28097.0,both
Neshoba County,2006,29767,MS,28099.0,both
Newton County,2006,22317,MS,28101.0,both
Noxubee County,2006,11849,MS,28103.0,both
Oktibbeha County,2006,43203,MS,28105.0,both
Panola County,2006,34994,MS,28107.0,both
Pearl River County,2006,56057,MS,28109.0,both
Perry County,2006,11988,MS,28111.0,both
Pike County,2006,39908,MS,28113.0,both
Pontotoc County,2006,28656,MS,28115.0,both
Prentiss County,2006,25518,MS,28117.0,both
Quitman County,2006,9060,MS,28119.0,both
Rankin County,2006,135365,MS,28121.0,both
Scott County,2006,29035,MS,28123.0,both
Sharkey County,2006,5752,MS,28125.0,both
Simpson County,2006,27903,MS,28127.0,both
Smith County,2006,15965,MS,28129.0,both
Stone County,2006,15408,MS,28131.0,both
Sunflower County,2006,30985,MS,28133.0,both
Tallahatchie County,2006,13481,MS,28135.0,both
Tate County,2006,26680,MS,28137.0,both
Tippah County,2006,21319,MS,28139.0,both
Tishomingo County,2006,19069,MS,28141.0,both
Tunica County,2006,10413,MS,28143.0,both
Union County,2006,26854,MS,28145.0,both
Walthall County,2006,15458,MS,28147.0,both
Warren County,2006,49164,MS,28149.0,both
Washington County,2006,56390,MS,28151.0,both
Wayne County,2006,20972,MS,28153.0,both
Webster County,2006,9810,MS,28155.0,both
Wilkinson County,2006,10328,MS,28157.0,both
Winston County,2006,19606,MS,28159.0,both
Yalobusha County,2006,13572,MS,28161.0,both
Yazoo County,2006,28740,MS,28163.0,both
Adams County,2007,31618,MS,28001.0,both
Alcorn County,2007,35758,MS,28003.0,both
Amite County,2007,13327,MS,28005.0,both
Attala County,2007,19569,MS,28007.0,both
Benton County,2007,7992,MS,28009.0,both
Bolivar County,2007,37384,MS,28011.0,both
Calhoun County,2007,14602,MS,28013.0,both
Carroll County,2007,10327,MS,28015.0,both
Chickasaw County,2007,18869,MS,28017.0,both
Choctaw County,2007,8999,MS,28019.0,both
Claiborne County,2007,10685,MS,28021.0,both
Clarke County,2007,17366,MS,28023.0,both
Clay County,2007,20876,MS,28025.0,both
Coahoma County,2007,27553,MS,28027.0,both
Copiah County,2007,29265,MS,28029.0,both
Covington County,2007,20302,MS,28031.0,both
DeSoto County,2007,149693,MS,28033.0,both
Forrest County,2007,79131,MS,28035.0,both
Franklin County,2007,8329,MS,28037.0,both
George County,2007,22030,MS,28039.0,both
Greene County,2007,13697,MS,28041.0,both
Grenada County,2007,23112,MS,28043.0,both
Hancock County,2007,39740,MS,28045.0,both
Harrison County,2007,176257,MS,28047.0,both
Hinds County,2007,248959,MS,28049.0,both
Holmes County,2007,20429,MS,28051.0,both
Humphreys County,2007,9923,MS,28053.0,both
Issaquena County,2007,1667,MS,28055.0,both
Itawamba County,2007,22976,MS,28057.0,both
Jackson County,2007,130971,MS,28059.0,both
Jasper County,2007,17954,MS,28061.0,both
Jefferson County,2007,8982,MS,28063.0,both
Jefferson Davis County,2007,12713,MS,28065.0,both
Jones County,2007,66850,MS,28067.0,both
Kemper County,2007,9994,MS,28069.0,both
Lafayette County,2007,43302,MS,28071.0,both
Lamar County,2007,47551,MS,28073.0,both
Lauderdale County,2007,77974,MS,28075.0,both
Lawrence County,2007,13248,MS,28077.0,both
Leake County,2007,22763,MS,28079.0,both
Lee County,2007,80116,MS,28081.0,both
Leflore County,2007,35090,MS,28083.0,both
Lincoln County,2007,34313,MS,28085.0,both
Lowndes County,2007,59525,MS,28087.0,both
Madison County,2007,89505,MS,28089.0,both
Marion County,2007,25650,MS,28091.0,both
Marshall County,2007,36496,MS,28093.0,both
Monroe County,2007,37054,MS,28095.0,both
Montgomery County,2007,11485,MS,28097.0,both
Neshoba County,2007,29871,MS,28099.0,both
Newton County,2007,22562,MS,28101.0,both
Noxubee County,2007,11853,MS,28103.0,both
Oktibbeha County,2007,43891,MS,28105.0,both
Panola County,2007,35210,MS,28107.0,both
Pearl River County,2007,57113,MS,28109.0,both
Perry County,2007,12197,MS,28111.0,both
Pike County,2007,39776,MS,28113.0,both
Pontotoc County,2007,28809,MS,28115.0,both
Prentiss County,2007,25481,MS,28117.0,both
Quitman County,2007,8782,MS,28119.0,both
Rankin County,2007,138249,MS,28121.0,both
Scott County,2007,29209,MS,28123.0,both
Sharkey County,2007,5489,MS,28125.0,both
Simpson County,2007,27823,MS,28127.0,both
Smith County,2007,15938,MS,28129.0,both
Stone County,2007,15586,MS,28131.0,both
Sunflower County,2007,30962,MS,28133.0,both
Tallahatchie County,2007,13162,MS,28135.0,both
Tate County,2007,26906,MS,28137.0,both
Tippah County,2007,21456,MS,28139.0,both
Tishomingo County,2007,19186,MS,28141.0,both
Tunica County,2007,10491,MS,28143.0,both
Union County,2007,26822,MS,28145.0,both
Walthall County,2007,15368,MS,28147.0,both
Warren County,2007,48893,MS,28149.0,both
Washington County,2007,55482,MS,28151.0,both
Wayne County,2007,21136,MS,28153.0,both
Webster County,2007,9783,MS,28155.0,both
Wilkinson County,2007,10216,MS,28157.0,both
Winston County,2007,19701,MS,28159.0,both
Yalobusha County,2007,13740,MS,28161.0,both
Yazoo County,2007,28609,MS,28163.0,both
Adams County,2008,31182,MS,28001.0,both
Alcorn County,2008,35825,MS,28003.0,both
Amite County,2008,13243,MS,28005.0,both
Attala County,2008,19700,MS,28007.0,both
Benton County,2008,8086,MS,28009.0,both
Bolivar County,2008,36997,MS,28011.0,both
Calhoun County,2008,14494,MS,28013.0,both
Carroll County,2008,10373,MS,28015.0,both
Chickasaw County,2008,18759,MS,28017.0,both
Choctaw County,2008,9067,MS,28019.0,both
Claiborne County,2008,10813,MS,28021.0,both
Clarke County,2008,17335,MS,28023.0,both
Clay County,2008,20716,MS,28025.0,both
Coahoma County,2008,27184,MS,28027.0,both
Copiah County,2008,29228,MS,28029.0,both
Covington County,2008,20489,MS,28031.0,both
DeSoto County,2008,155156,MS,28033.0,both
Forrest County,2008,79836,MS,28035.0,both
Franklin County,2008,8338,MS,28037.0,both
George County,2008,22500,MS,28039.0,both
Greene County,2008,14301,MS,28041.0,both
Grenada County,2008,23093,MS,28043.0,both
Hancock County,2008,40493,MS,28045.0,both
Harrison County,2008,179322,MS,28047.0,both
Hinds County,2008,247463,MS,28049.0,both
Holmes County,2008,20521,MS,28051.0,both
Humphreys County,2008,9986,MS,28053.0,both
Issaquena County,2008,1655,MS,28055.0,both
Itawamba County,2008,23095,MS,28057.0,both
Jackson County,2008,132010,MS,28059.0,both
Jasper County,2008,18092,MS,28061.0,both
Jefferson County,2008,8889,MS,28063.0,both
